Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,Brand,Model
Maruti Swift Dzire LDI,Delhi,2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.88,4.85,10.54157118232102,1.5789787049493917,Maruti,Swift
Maruti Swift VDI BSIV,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.88,4.8,11.170435156023453,1.5686159179138452,Maruti,Swift
Honda Brio S Option MT,Pune,2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,6.62,2.3,10.800065253100263,0.8329091229351039,Honda,Brio
Hyundai Grand i10 Sportz,Mumbai,2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7.45,4.75,9.284519770150434,1.55814461804655,Hyundai,Grand
Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.93,5.0,11.184421397998193,1.6094379124341003,Tata,Zest
Hyundai EON Era Plus,Jaipur,2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,11.67,2.5,11.418614785498987,0.9162907318741551,Hyundai,EON
Hyundai i20 1.2 Spotz,Mumbai,2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,10.25,5.95,9.546812608597396,1.7833912195575383,Hyundai,i20
Volvo S60 D4 KINETIC,Delhi,2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,45.67,16.0,10.778956289890028,2.772588722239781,Volvo,S60
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,12.12,6.15,11.227055083747713,1.8164520818184267,Ford,Ecosport
Maruti Ritz VXI,Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,11.67,4.05,10.388995368317829,1.3987168811184478,Maruti,Ritz
Hyundai i20 1.4 CRDi Magna,Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,10.25,3.1,11.456355113481834,1.1314021114911006,Hyundai,i20
Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,7.97,5.49,10.460242108190519,1.7029282555214393,Maruti,Dzire
Porsche Panamera 2010 2013 4S,Coimbatore,2010,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,11.67,42.91,10.654903641220049,3.7591048990034333,Porsche,Panamera
Maruti Swift VDi BSIII W/ ABS,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,7.88,5.7,10.819778284410283,1.7404661748405046,Maruti,Swift
Honda Brio S MT,Kolkata,2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,6.62,2.85,10.46310334047155,1.0473189942805592,Honda,Brio
Chevrolet Beat LS,Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,11.67,2.35,10.51867319162636,0.8544153281560676,Chevrolet,Beat
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,16.06,14.76,10.398397186236718,2.6919208191723265,Hyundai,Creta
Honda City ZX GXi,Pune,2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,13.58,2.25,11.686878772093667,0.8109302162163288,Honda,City
Maruti Ritz LXi,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,11.67,3.65,9.392661928770137,1.2947271675944,Maruti,Ritz
Ford EcoSport 1.5 TDCi Trend,Delhi,2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,11.475000000000001,7.25,10.752077435046024,1.9810014688665833,Ford,EcoSport
BMW 3 Series 320d,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,54.43,10.69,11.202806899641612,2.3693087250369538,BMW,3
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,14.254999999999999,5.5,9.104979856318357,1.7047480922384253,Hyundai,Verna
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,24.01,5.1,12.388394202324129,1.62924053973028,Toyota,Innova
Maruti Wagon R LXI,Mumbai,2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.04,3.25,10.143370219854614,1.1786549963416462,Maruti,Wagon
Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.66,9.25,9.546812608597396,2.224623551524334,Maruti,Ertiga
Maruti Alto LXi BSIII,Hyderabad,2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,4.36,1.7,11.097410021008562,0.5306282510621704,Maruti,Alto
Maruti A-Star Vxi,Kochi,2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,11.67,2.87,10.920962089744599,1.0543120297715298,Maruti,A-Star
BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,11.67,17.75,11.407564949312402,2.8763855159214247,BMW,X5
Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,7.35,4.5,10.668955394675699,1.5040773967762742,Mahindra,KUV
Hyundai i10 Magna AT,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,11.67,2.95,10.976491392697485,1.0818051703517284,Hyundai,i10
Honda Civic 2006-2010 1.8 S AT,Pune,2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,11.67,2.6,11.440354772135393,0.9555114450274363,Honda,Civic
Hyundai i10 Sportz 1.2,Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.67,3.0,10.819778284410283,1.0986122886681098,Hyundai,i10
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,2014,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,49.49,15.5,11.272330520042264,2.740840023925201,Mercedes-Benz,New
Toyota Etios G,Pune,2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,8.525,2.8,10.51867319162636,1.0296194171811581,Toyota,Etios
Honda City 1.5 E MT,Kolkata,2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,13.58,2.5,10.911463720944793,0.9162907318741551,Honda,City
Maruti Swift Dzire VDI,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.88,5.75,10.275051108968611,1.749199854809259,Maruti,Swift
Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6.99,2.8,11.127262984158243,1.0296194171811581,Maruti,Swift
Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,14.254999999999999,4.59,10.968198289528557,1.5238800240724537,Hyundai,Verna
Maruti Ritz VDi,Pune,2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,11.67,3.65,11.071159377135732,1.2947271675944,Maruti,Ritz
Toyota Fortuner 4x2 Manual,Mumbai,2015,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,37.17,19.85,10.341742483467284,2.9882040071331994,Toyota,Fortuner
Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,23.89,18.5,9.682778535337379,2.917770732084279,Jeep,Compass
Hyundai i20 Asta Option 1.2,Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,10.25,6.95,9.896462937599164,1.9387416595767009,Hyundai,i20
Maruti Wagon R LXI CNG,Delhi,2014,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,5.51,2.85,10.789319076925574,1.0473189942805592,Maruti,Wagon
Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,2012,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,11.67,3.75,11.230443183476446,1.3217558399823195,Tata,New
Maruti Swift Dzire LDi,Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,7.88,2.3,11.26446410567173,0.8329091229351039,Maruti,Swift
Tata Indigo eCS eLS BS IV,Kolkata,2016,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,11.67,2.3,11.26446410567173,0.8329091229351039,Tata,Indigo
Maruti Swift LDI,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.27,5.95,10.858998997563564,1.7833912195575383,Maruti,Swift
Maruti Celerio VXI AT,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.87,3.49,10.308952660644293,1.2499017362143359,Maruti,Celerio
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,67.87,47.7,9.865474110337912,3.8649313978942956,BMW,5
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,10.15,6.43,10.297251130669952,1.860974538249528,Volkswagen,Polo
Tata Safari DICOR 2.2 LX 4x2,Bangalore,2011,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,16.95,4.5,11.289781913656018,1.5040773967762742,Tata,Safari
Mini Cooper S Carbon Edition,Kolkata,2018,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,42.12,39.75,7.9966538754626075,3.6826098411003407,Mini,Cooper
Ford Figo Petrol Titanium,Kolkata,2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,7.65,4.0,9.971146201009942,1.3862943611198906,Ford,Figo
Honda City i DTEC V,Ahmedabad,2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,13.58,6.98,11.251560700835821,1.9430489167742813,Honda,City
Hyundai Tucson CRDi,Delhi,2006,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,27.825,1.75,11.289781913656018,0.5596157879354227,Hyundai,Tucson
Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,11.67,4.75,11.311482248968687,1.55814461804655,Skoda,Laura
Toyota Fortuner 3.0 Diesel,Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,37.17,23.5,11.508847159978357,3.1570004211501135,Toyota,Fortuner
Hyundai Verna 1.6 SX,Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,14.254999999999999,7.49,10.591396035047872,2.0135687975291283,Hyundai,Verna
Mahindra XUV500 W6 2WD,Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,18.865,10.85,11.635143097694478,2.3841650799864684,Mahindra,XUV500
Renault KWID RXT,Mumbai,2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.78,3.5,10.085809109330082,1.252762968495368,Renault,KWID
Hyundai i20 Asta 1.2,Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,10.25,6.3,10.571316925111784,1.840549633397487,Hyundai,i20
Honda City V AT,Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,13.58,6.75,10.51867319162636,1.9095425048844386,Honda,City
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,35.29,28.88,11.020398069485614,3.3631493140246254,Ford,Endeavour
Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,33.36,14.23,11.02919606686594,2.655352412101761,Skoda,Superb
BMW 3 Series 320d Sport,Mumbai,2012,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,54.43,15.0,10.51867319162636,2.70805020110221,BMW,3
Maruti Ertiga VXI CNG,Mumbai,2013,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,11.27,5.8,10.87804719253426,1.7578579175523736,Maruti,Ertiga
Maruti Ritz LDi,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,11.67,3.75,11.082142548877775,1.3217558399823195,Maruti,Ritz
Hyundai Santro Xing XP,Jaipur,2005,120000,Petrol,Manual,First,18.16,1086.0,62.1,5.0,4.55,1.15,11.695247021764184,0.13976194237515863,Hyundai,Santro
Toyota Fortuner 3.0 Diesel,Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,37.17,12.75,11.90502836170816,2.545531271604435,Toyota,Fortuner
Maruti Swift Lxi BSIII,Mumbai,2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,7.88,1.95,10.87806606028079,0.6678293725756554,Maruti,Swift
Tata Tigor 1.2 Revotron XT,Mumbai,2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,7.15,4.95,10.014357861367552,1.599387576580599,Tata,Tigor
Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,13.58,8.25,10.819778284410283,2.1102132003465894,Honda,City
BMW 3 Series 320d,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,54.43,20.99,10.782761540731007,3.0440461338325417,BMW,3
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,86.97,17.5,11.440354772135393,2.8622008809294686,Mercedes-Benz,E-Class
Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.88,5.36,10.887436932884098,1.6789639750827108,Maruti,Swift
Maruti Ertiga VXI,Delhi,2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,11.27,6.35,9.774801544908083,1.8484548129046001,Maruti,Ertiga
Hyundai Verna 1.6 VTVT,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,14.254999999999999,2.95,10.497532372052861,1.0818051703517284,Hyundai,Verna
Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,120.0,55.7,10.161959636903632,4.019980146933238,Land,Rover
Hyundai Santro Xing GL,Kolkata,2009,60170,Petrol,Manual,First,18.16,1086.0,62.0,5.0,4.55,1.15,11.004929168214398,0.13976194237515863,Hyundai,Santro
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,49.49,37.5,9.323669057283185,3.624340932976365,Mercedes-Benz,New
Hyundai i10 Magna 1.2,Kochi,2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,11.67,4.07,10.800493522998416,1.4036429994545037,Hyundai,i10
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,10.15,2.99,10.714417768752456,1.095273387402595,Volkswagen,Polo
Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.12,7.9,10.596634733096073,2.066862759472976,Maruti,Vitara
Renault Duster 85PS Diesel RxL,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,15.05,7.49,10.507803519389457,2.0135687975291283,Renault,Duster
Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,11.67,1.1,11.669929213779893,0.09531017980432493,Tata,Indica
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,11.67,56.0,9.680344001221918,4.02535169073515,Mercedes-Benz,GL-Class
Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,8.84,3.5,10.819778284410283,1.252762968495368,Hyundai,Xcent
Hyundai Verna CRDi SX ABS,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,14.254999999999999,3.0,11.918390573078392,1.0986122886681098,Hyundai,Verna
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,14.254999999999999,6.1,9.305650551780507,1.8082887711792655,Hyundai,Verna
Ford Figo Petrol ZXI,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,7.65,2.25,11.532884942709833,0.8109302162163288,Ford,Figo
Maruti Swift VDI Optional,Chennai,2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.88,5.95,10.545341438708522,1.7833912195575383,Maruti,Swift
Renault Pulse RxL,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,11.67,4.95,11.177326846633413,1.599387576580599,Renault,Pulse
Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,10.15,5.49,10.744062867162505,1.7029282555214393,Volkswagen,Polo
BMW 3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,52.46,6.67,11.37366339763672,1.8976198599275322,BMW,3
Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,14.22,6.25,9.941024156064854,1.8325814637483102,Skoda,Rapid
Hyundai Santro GS,Ahmedabad,2005,58000,Petrol,Manual,Second,18.16,999.0,62.1,5.0,4.55,1.51,10.968198289528557,0.412109650826833,Hyundai,Santro
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,101.96000000000001,34.88,10.841069998544572,3.551913599040779,Audi,Q7
Maruti Ciaz VDi Plus,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,11.11,6.9,11.33958347095685,1.9315214116032138,Maruti,Ciaz
Honda City i DTEC VX,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,13.58,5.99,10.915088464214607,1.7900914121273581,Honda,City
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,86.97,10.4,11.198214720130528,2.341805806147327,Mercedes-Benz,E-Class
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,67.1,29.0,10.819798284210286,3.367295829986474,Audi,A6
Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,11.67,5.85,11.442138127248517,1.766441661243765,Mahindra,Xylo
Honda City 1.5 EXI AT,Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,13.58,2.21,11.508746746273811,0.7929925155296614,Honda,City
Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,11.67,2.4,11.184421397998193,0.8754687373538999,Maruti,SX4
Toyota Corolla Altis G,Pune,2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,21.085,3.0,11.156250521031495,1.0986122886681098,Toyota,Corolla
Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,13.23,3.75,11.018629143155449,1.3217558399823195,Volkswagen,Vento
Hyundai EON Era Plus,Pune,2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,11.67,2.95,11.105107591278466,1.0818051703517284,Hyundai,EON
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,11.67,5.8,11.339309900805215,1.7578579175523736,Skoda,Laura
Maruti Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.88,4.9,11.299719868194977,1.589235205116581,Maruti,Swift
Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,22.37,16.95,8.517193191416238,2.830267833826459,Toyota,Corolla
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,24.01,12.5,11.429543856031177,2.5257286443082556,Toyota,Innova
Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,6.295,5.0,10.87804719253426,1.6094379124341003,Tata,Tiago
Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,12.02,4.68,10.59217480237398,1.5432981099295553,Skoda,Rapid
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,35.29,29.8,10.275051108968611,3.3945083935113587,Ford,Endeavour
Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.95,3.46,10.094686257267686,1.2412685890696329,Renault,KWID
Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,10.25,4.0,11.225243392518447,1.3862943611198906,Hyundai,i20
Skoda Laura Ambiente,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,11.67,4.5,11.254361968424758,1.5040773967762742,Skoda,Laura
Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,21.085,5.87,11.215731632145852,1.7698546338400052,Toyota,Corolla
Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,11.67,9.5,11.018629143155449,2.2512917986064953,Mahindra,Scorpio
Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,11.67,32.5,10.691944912900398,3.481240089335692,Audi,Q5
Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,11.67,3.88,11.212374272809084,1.355835153635182,Chevrolet,Enjoy
BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,48.79,13.08,11.360310272345556,2.5710843460290524,BMW,3
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,11.33,3.5,10.858998997563564,1.252762968495368,Nissan,Sunny
Honda Accord 2.4 MT,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,11.67,3.5,10.757902880692196,1.252762968495368,Honda,Accord
Hyundai Verna CRDi,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,14.254999999999999,4.45,11.184560277242912,1.4929040961781488,Hyundai,Verna
Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,11.67,2.35,9.615805480084347,0.8544153281560676,Maruti,Omni
Honda City i VTEC SV,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,13.58,5.0,13.081541382884074,1.6094379124341003,Honda,City
Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Diesel,Automatic,Second,18.16,2967.0,241.4,5.0,11.67,28.0,10.115367911571628,3.332204510175204,Audi,A7
Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,11.67,2.0,11.225243392518447,0.6931471805599453,Ford,Fiesta
Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,10.25,6.35,10.950806546816688,1.8484548129046001,Hyundai,i20
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,86.97,24.63,10.622716624094574,3.2039652121324464,Mercedes-Benz,E-Class
Maruti Wagon R LXI CNG,Pune,2012,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,5.51,3.0,11.429543856031177,1.0986122886681098,Maruti,Wagon
Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,11.475000000000001,7.9,9.903487552536127,2.066862759472976,Ford,EcoSport
Hyundai i20 1.2 Magna,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,10.25,3.25,10.865879121292947,1.1786549963416462,Hyundai,i20
Honda City i VTEC V,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,13.58,8.25,9.740968623038354,2.1102132003465894,Honda,City
Nissan Micra Diesel XV,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,9.47,2.85,10.571368205848186,1.0473189942805592,Nissan,Micra
Ford Figo Diesel EXI,Pune,2010,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,7.65,3.2,11.775182031330795,1.1631508098056809,Ford,Figo
Nissan Micra XL,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,9.47,1.75,10.714417768752456,0.5596157879354227,Nissan,Micra
Maruti Swift VDI BSIV,Kolkata,2013,41300,Diesel,Manual,First,17.8,1248.0,74.0,5.0,7.88,3.38,10.628617778949124,1.2178757094949273,Maruti,Swift
Honda Accord 2.4 MT,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,11.67,5.75,11.314498916192855,1.749199854809259,Honda,Accord
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,33.36,4.7,11.112447898373103,1.547562508716013,Skoda,Superb
Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,11.67,2.9,9.964582651895938,1.0647107369924282,Maruti,Omni
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,10.25,4.25,10.921648716806612,1.4469189829363254,Hyundai,i20
Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,16.06,14.5,9.472704636443673,2.6741486494265287,Hyundai,Creta
Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.88,5.34,10.730400473259067,1.6752256529721035,Maruti,Swift
Maruti Swift LDI BSIV,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.88,3.85,11.56171562913966,1.3480731482996928,Maruti,Swift
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,24.01,8.5,11.957970196174768,2.1400661634962708,Toyota,Innova
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,8.23,4.2,11.813030057420567,1.4350845252893227,Hyundai,Xcent
Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,11.27,6.75,11.112447898373103,1.9095425048844386,Maruti,Ertiga
Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,35.29,26.0,11.407564949312402,3.258096538021482,Ford,Endeavour
Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,10.25,8.61,10.381304329495126,2.152924318439639,Hyundai,i20
